kind,ok,status,dur_s,tokens,bytes,error
chat,0,,0.0888,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1001,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0877,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0918,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1024,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0899,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0975,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0949,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0993,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1060,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0952,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0897,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0873,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0951,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0929,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0997,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0913,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0914,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0960,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0984,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0998,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1002,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0885,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0933,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1019,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0909,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0923,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1150,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1150,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0865,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0881,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0948,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.1060,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1190,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0932,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0937,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0879,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0896,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0957,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0991,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0899,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
